text,label
,sci.space
"


Not any more the rules don't say that.  So that's a pretty dumb argument.

",rec.sport.baseball
"Me, too... RBI are a worthless stat. Of course, so is stolen bases because 
sometimes runners are in front of a player that would otherwise run. And of
course pitchers pitch differently with different people on different bases,
so batting average, slugging and obp out, too.  Hmmm... i guess homers would
not count then, either.
My point? RBI might not be a perfect stat but nothing is. And no stat (or lack
of) can tell me there are no clutch hitters. Maybe no stat CAN tell me,
either, but some people are... I just know it!!! 8)",rec.sport.baseball
"heat
This tops the cold-hearted bastard list!  Unbelievable!  Had this countries  
morals sunk this low, that the death of innocent people is so callously viewed?

+----------------------------------------------------------------------------+
	     |
+----------------------------------------------------------------------------+
+----------------------------------------------------------------------------+


--
jmd@handheld.com",talk.politics.guns
"Is anybody out there willing to discuss with me careers in the Army that deal
with space?  After I graduate, I will have a commitment to serve in the Army, 
and I would like to spend it in a space-related field.  I saw a post a long
time ago about the Air Force Space Command which made a fleeting reference to
its Army counter-part.  Any more info on that would be appreciated.  I'm 
looking for things like: do I branch Intelligence, or Signal, or other?  To
whom do I voice my interest in space?  What qualifications are necessary?
Etc, etc.  BTW, my major is computer science engineering.

Please reply to ktj@reef.cis.ufl.edu",sci.space
"KC(?) news was doing a report on that.  They said that McRae is
really a batting coach and not a manager.  But for some reason
he took the job.  Whatever the reason, the Royals need a new
manager now...while it is too late.",rec.sport.baseball
"
Currently, he's all over.  He played 2nd when Deshields was out.  He was
shifted to third when Delino came back.  And today, he played SS for a cold
Wil Cordero.  

His natural positions seem to be in the middle infield, but they will seemingly
find a spot for himm somewhere as long as his bat is hot.",rec.sport.baseball
"-> Actually, the words ""A well regulated Milita, being necessary to the
-> security of a free state"" is a present participle, used as an
-> adjective to modify 'militia', which is followed by the main clause of
-> the sentence, the subject being 'the right', the verb 'shall'.  It
-> asserts that the right to keep and bear arms is essential for
-> maintaining a milita. 
-> a free state.

Yes, I agree the first half of the amendment does modify the noun 
militia.  But the difinition of modify that applies to how ""well regulated"" 
modifies ""militia"" is:
	to qualify or limit the meaning of.  For example, ""wet""
	modifes ""day"" in the phrase ""a wet day.""

The amendment is similiar to the statement:
	A wet day, being annoying, the right of the people to keep
	and wear boots, shall not be infringed.
So how does a dry day pertain the right to use boots?  Similiar,
what does the ""unorganized militia"" have to due with the right to
own guns?

-> The sentence [in the Second Amendment] doesn't restrict the right, or
-> state or imply possession of the right by anyone or anything other
-> than the people.  All it does is make a positive statement regarding a
-> right of the people. The PEOPLE, as in you and me, as in the First,
-> Fourth, Ninth, Tenth, as well as the Second amendment.
-> The existence of this right is assumed - it is not granted by the
-> amendment. There is no stated or implied condition relating the right
-> to bear arms to the necessity of a well-regulated militia to the security of
-> In other words, the entire sentence says that the right to keep and
-> bear arms is UNCONDITIONAL.

No not, unconditional, but ""shall not be infringed"".  Infringed
is defined as:
	To break or ignore the terms of or obligations (an oath, 
	an agreement, law, or the like); to disreguard; violate.
	To go beyond the boundaries or limits; tresspass; encroach.
This definition implies the following of some form of existing 
agreement.  Laws and agreements are made in advance.  Boundaries 
or limits of behavior are set by society as a whole.  The word 
""unconditional"" implies no agreements or all previous agreements 
are off, which is the opposite.

The words used in the first amendment are much stronger, i.e.,
""congress shall make no law,"" are much stronger.  They clearly 
	         ^^^^^^^^^^^
imply ""unconditional.""  If the writers of the amendment, wanted 
unconditional whay didn't they says, ""congress shall make no 
laws pertaining the the right of the people to keep and bear arms""?
The second amendment implies a sort contract between the people
the people and the state.  The bigger part of the contract is
the people have the right to overthrew the government and its laws
at any time.  To guarantee this right, the laws cannot stopped
the people from forming a ""well regutaled militia.""  The duties
of a ""well regulated militia"" to the government are descussed in 
Federalist No. 29.  And the limits of of the governmental control
of the militia are descussed in Article I Section 8, Article II 
Section 2, and the Second Amendment of the constitution.
",talk.politics.guns
"
No, they fold on the dotted line.  Look at pictures of carriers with loads of
a/c on the deck, wings all neatly folded.",sci.space
"
A long-time reader of t.p.g, I am also a staunch RKBA supporter, yet
I own no firearms.


Amen, brother.

--
Nicholas Sylvain (sylvain@netcom.com) --- I am the NRA

",talk.politics.guns
"
Well Henry, we are often reminded how CANADA is not a part of the United States
(yet).  You could have quite a commercial A-SAT, er sky-cleaning service going
in a few years. 

""Toronto SkySweepers:  Clear skies in 48 hours, or your money back.""
	   Discount rates available for astro-researchers. 

",sci.space
"

Hm.  A previous poster argued that the fact that the BD's did not rush to
escape the burning building indicated that it was they, and not any of the
government actions, that started the fire.  On the other hand, I wonder if,
with a face full of ""massive amounts of CS,"" *I* would be able to escape
a burning tinder-box like that ranch house assuming my best efforts.
-- ",talk.politics.guns
"

Yeah.  We don't want to spend too much money preserving lives, after
all.  Escpecially when they're all just a bunch of crazy fanatic
cultists anyway, instead of normal people.

[The above is supposed to be dripping with sarcasm, but I'm too burned
out right now (get it? ""burned out"" ha ha!) to tell if it's working.
Look, folks, what David Koresh and his followers were was _broken_.  It
takes a certain amount of flexibility and insanity to survive in this
world and they didn't have enough of it and that wasn't their fault.  So
please stop dancing on their graves, okay?]",talk.politics.guns
,sci.space
"A lot of teams carry 3 catchers on their 25 man roster,
but the 3rd catcher is seldom ever used.  He is only
insurance in case of extra innings or the 2nd catcher
is injured during a game.     So to free up this roster
spot for an extra pinch hitter or reliever, why not
invoke a catcher re-substitution rule:

If the last roster catcher on a team is
injured during a game, the team is permitted
to substitute in his place for defensive purposes
a catcher who has previously been yanked from
the game.   

Given this rule, a team wouldn't need 3 roster
catchers.  The 3rd catcher could be playing
in AAA or be a non-roster bullpen catcher.",rec.sport.baseball
"


If by that you mean anything on the GD approach, there was an article on
it in a recent Avation Week. I don't remember the exact date but it was
recent.

 Allen
",sci.space
"As quoted from <C5J5IM.3C9@cbnewsc.cb.att.com> by rats@cbnewsc.cb.att.com (Morris the Cat):

If anybody wanted proof of the nonsense of the ""you can't build guns"" claim,
they need look no farther than the Philippines.  Amateur gunsmiths there
regularly produce everything from .45 automatics to full auto shotguns.  Now
if this guy wants to claim that the Philippines is either technologically
superior to the US or that their transportation is better than ours, all I
can say is that he's living in a fantasy world.
",talk.politics.guns
"

Why don't you call the City and ask? Oak Park also has an illegal handgun
ban as well, but does allow those with a ""collectors FFL"" to possess
(""collectible?"") handguns.


Probably a fine in practical terms.


It wouldn't impede your defense at all. There was an actual incident
in Oak Park where a gas station owner engaged in a shootout with a
handgun; the grand jury decided not to presecute. On the other hand,
a black man used an illegally owned handgun in Oak Park to defend
himself, and the Village tried to make an example out of him. An NRA
Director who lived there made a stink about this, and it was decided
not to charge the guy. Of course, pissing off anti-gun police thugs
has it's own drawbacks, like when the Oak Park Police Chief came to his
house, and told him: ""this is stepping over the line; this could get
dangerous for you."" Whereupon the few black Oak Park police officers
watched over his house to ensure that the white anti-gun police chief
and his anti-gun cronies wouldn't f*ck with him, his home or family.


L.V. Cipriani states that the ""Any other weapon"" category is allowed,
but the exact relationship between an Ithaca Auto-burgular, which I
believe is in the ""Any other weapon"" category and a chopped barrel
H&K HK-94 (Class 3 for sure) is not clear to me...


In your dreams, buddy. As long as Democrats reign in Chicago, Illinois
residents will always be disarmed and helpless in the streets. Politicians
get around this by provisions in the law that allow them to carry
concealed weapons. Voters in Chicago are too stupid to vote these a**holes
out of office; because the Dems are always in power, the Illinois 
Supreme Court is always tilted to the Democratic Party's views on guns.
[All candidates supported by political consultant David Axelrod are
anti-gun, which explains anti-RKBA Crook County States Attorney 
Jack(ass) O'Malley being a so-called ""Republican.""]",talk.politics.guns
"
  The commercial uses of a transportation system between already-settled-
and-civilized areas are obvious.  Spaceflight is NOT in this position.
The correct analogy is not with aviation of the '30's, but the long
transocean voyages of the Age of Discovery.  It didn't require gov't to
fund these as long as something was known about the potential for profit
at the destination.  In practice, some were gov't funded, some were private.
But there was no way that any wise investor would spend a large amount
of money on a very risky investment with no idea of the possible payoff.
  I am sure that a thriving spaceflight industry will eventually develop,
and large numbers of people will live and work off-Earth.  But if you ask
me for specific justifications other than the increased resource base, I
can't give them.  We just don't know enough.  The launch rate demanded by
existing space industries is just too low to bring costs down much, and
we are very much in the dark about what the revolutionary new space industries
will be, when they will practical, how much will have to be invested to
start them, etc.
",sci.space
"
Well, actually, the Davidians (Koreshians?) started the fire themselves, 
the last I heard ( around 15:00 EST). Eight people ran out into the feilds
surrounding the compound. All were captured and two admitted to setting the 
fire. I don't buy your napalm theory at all (although it would have made a 
great commercial for my .sig). Why the hell would they have a wood stove
burning on such a warm day?  Flame throwers use liquid petroleum, napalm 
is more of a gel. Now to further dispute your theory, the diluted CS gas
was inserted around 06:00 if I understood correctly. The place didn't start
burning until around 10:00 or 11:00.
 
 
Calm down kid. Vernon (Koresh's real name) said himself that he would not leave
that compound alive. The inhabitants thereof had accepted the fact that they 
may very well have to kill themselves before it was all over.


There are at least eight survivors. A caller on Rush Limbaugh today suggested
that the rest may even be hiding in underground bunkers. That's not such a wild
idea considering their weaponry and resolve. 


Sheesh! Get over it. I haven't heard (read) such ranting since the Hindenberg
burned. This should have ended 50 days ago. I'm glad my tax dollars have
finally stopped working to pay a bunch of guys to stand around and give press
conferences. Now they can get back to more important things, like catching
cigarrette smugglers.",talk.politics.guns
"
I should be so lucky: the account number must have been rejected! :-)


To be accurate, it is ""Big Bang Ben"" MacDonald.


I hope not.  To think that I would inadvertantly give any pleasure to
Mulroney _really_ ruins my day.  PS: Matthew Wall: a marvellous ending
to the section on the Expos.

or VINCE@VAXI.SSCL.UWO.CA; please identify any messages with the
subject line BBDDD


Realizing the taterific importance of this work, John Palmer and I
concluded that we might be able to pool some resources. I have not yet
gone through the archives that Jonathan sent to me; when I do, I will
send out an ""official"" introduction to the Deep Drive Derby.

However, I wonder if we need to rename the project, now that the
principal investigator and research archive have changed. Send your
suggestions for a rename of the study to me, at the address given
above.

And, just think:  it's opening day.  Soon, the balls will be flying
out (no, get your minds out of the gutter) of the ball parks, and
helpless bystanders will be injured by balls reentering the
atmosphere. (and you thought that meteorite showers were made of
rocks!)

Who will be the stars this year? Can anyone hope to combat Brad
Arnsberg's record start to last year?

The season is young, the balls newly rubbed in mud, the hot dogs
starting to boil for the rest of the year. Play ball (and take cover).

And may all your sliders hang.",rec.sport.baseball
"





If I recall correctly, the bill would provide for concealed carry if
the person takes a 15-hr DPS safety course in firearms and pays a $150
fee for the license.  The bill is apparently veto-proof in the House,
but LtGov Bullock has said it will never come to the floor of the
Senate and Dreamboat Annie has vowed to veto it if it comes to her
desk.  *shrug*",talk.politics.guns
"
 [ etc. ]

Hey, he's the only manager so far to lead the Seattle Mariners to a 
winning season, out of, what, fifteen?  Give him some credit for that.

						-- dave

-- 
 /'''    The Machman       machman@u.washington.edu      david c carroll
 c-OO                                                                      
    \                     ""Big Science.  Hallelujah""",rec.sport.baseball
"I had spacefood sticks just about every morning for breakfast in
first and second grade (69-70, 70-71).  They came in Chocolate,
strawberry, and peanut butter and were cylinders about 10cm long
and 1cm in diameter wrapped in yellow space foil (well, it seemed
like space foil at the time).  

The taste is hard to describe, although I remember it fondly.  It was
most certainly more ""candy"" than say a modern ""Power Bar.""  Sort of
a toffee injected with vitamins.  The chocolate Power Bar is a rough
approximation of the taste.  Strawberry sucked.

Man, these were my ""60's.""

",sci.space
"I have tickets for the TB Giants and I was wondering if
anybody familiar with the stadium could tell me where 
Section 15 in the lower level is located.
    Please e-mail the response,
    Thanks, 
    Rich",rec.sport.baseball
"Thanks Ron and Peter for some very nice maps.

I have an advice though.  You wrote that the maps were reduced to 256
colors.  As far ad I understand JPEG pictures gets much better (and
the compressed files smaller) if you use the original 3 color 24 bit
data when converting to JPEG.

Thanks again,
",sci.space
"

Going into the ninth with a 3 run lead, ...2 runs score...runners on 
first and second...RD throws, ""there's a drive waaaaaayyyyyyy back, 
Puckett to the wall, leaps, He CAUGHT THE BALL!!!!  WHAT A CATCH BY KIRBY!!
TWINS WIN!""  and RD gets the save.  His line 1 IP, 2 walks, 2 hits, and
one robbed home run...",rec.sport.baseball
"
I attended a colloquium at Goddard last fall where the head of the 
operations section of NASA was talking about what future missions
were going to be funded.  I don't remember his name or title off hand
and I have discarded the colloquia announcement. In any case, he was 
asked about that very matter: ""Why can't we spend a few million more
to keep instruments that we already have in place going?""

His responce was that there are only so many $ available to him and
the lead time on an instrument like a COBE, Magellan, Hubble, etc
is 5-10 years minumum.  If he spent all that could be spent on using
current instruments in the current budget enviroment he would have
very little to nothing for future projects.  If he did that, sure
in the short run the science would be wonderful and he would be popular,
however starting a few years after he had retired he would become
one of the greatest villans ever seen in the space community for not
funding the early stages of the next generation of instruments.  Just
as he had benefited from his predicessor's funding choices, he owed it
to whoever his sucessor would eventually be to keep developing new
missions, even at the expense of cutting off some instruments before
the last drop of possible science has been wrung out of them.

",sci.space
"If one reasons that the United States of America at one time represented 
and protected freedom << individual liberty and personal responsibility >> 
(and I do, in fact, think that this is true) and that totalitarianism << 
absolute government control and tyranny >> represents freedom's opposite 
(which it does), did the USA really win the cold war?

Standard disclaimers ALWAYS apply!

----------------
Graham K. Glover
----------------",talk.politics.guns
"
I don't think such a Canada is any more ""culturally similar"" to
the United States than England. In terms of laws regarding individual
rights, restrictions on police searches, etc... (all closely
related to crime) Canadian laws parallel England's and differ
greatly from those of the United States.
  

Actually, they do not have ""roughly the same... urban economy"", 
and extremely different ethnic composition.


However, if you account for economic and ethnic differences,
the difference disappears completely: Seattle's minorities are
predominatly poor, while Vancouver's are middle or upper class.
The rates for whites in both cities were found to be identicle,
while the rate for poor, Seattle minorities was almost three
times as great as for the well-to-do minorities of Vancouver.
The pattern seems to be one of poverty and race relations, not
one of gun control.


That is a gross distortion: ""Self-defense"" does not mean killing
the attacker. There were 21 cases of civilians killing their 
attacker in self-defence. But such cases represent less that
0.5% of the crimes prevented by armed self-defence; for every
case you cite, there were over 200 other cases of self-defence
where the crime was prevented but the attacker was not killed.
(0.5%, by the way, is the most conservative possible figure,
based on the National Crime Survey's estimate of 80,000
crimes prevented by armed self-defence each year. Most other 
studies on the subject put the figure at 500,000 to 600,000.
Those figures would imply less than 0.08% of sucessful self-defences
involve killing the attacker.) 

So, more correctly, there over 4000 (possibly as many as 25,000) 
cases of civilians acting in self-defence, only 21 of which resulted
in the death of the attacker. This is a significant factor, in
comparison to the 592 homicides. If memory serves, homicides
make up approximately 1% of the violent crimes the study
considered, so the fair comparison would be 40 - 250 homicides
prevented and 592 homicides. Clearly, the study can not be
close to accurate, since it ignored these cases of self-defence.",talk.politics.guns
"Okay, lets get the record straight on the Livermore gas gun.  
The project manager is Dr. John Hunter, and he works for the
Laser group at Livermore.  What, you may ask, does gas guns
have to do with lasers? Nothing, really, but the gun is physically
located across the road from the Free Electron Laser building,
and the FEL building has a heavily shielded control room (thick walls)
from which the gun firings are controlled.  So I suspect that the
office he works for is an administrative convenience.

I visited Hunter at the beginning of Feb. and we toured the gun.
At the time I was working on gas gun R&D at Boeing, where I work,
but I am now doing other things (helping to save the space station),

The gun uses a methane-air mixture, which is burned in a chamber
about 200 ft long by 16 inch ID (i.e. it looks like a pipe).
The chamber holds a 1 ton piston which is propelled at several
hundred m/s down the chamber.  On the other side of the piston
is hudrogen gas, initially at room temperature andsome tens
of atmospheres.

The piston compresses and heats the hydrogen ahead of it until
a stainless steel burst diaphragm ruptures, at around 50,000 psi.
The barrel of the gun is about 100 feet long and has a 4 inch
bore.  It is mounted at right angles to the chamber (i.e. they
intersect).  This was done so that in the future, the barrel
could be raised and the gun fired into the air without having to
move the larger and heavier chamber.  The projectile being used
in testing is a 5 kg cylinder of Lexan plastic, 4 in in diameter
and about 50 cm long.

All of the acceleration comes from the expansion of the hydrogen
gas from 50,000 psi downwards until the projectile leaves the
barrel.  The barrel is evacuated, and the end is sealed with a
sheet of plastic film (a little thicker than Saran wrap).  The
plastic is blown off by the small amount of residual air trapped
in the barrel ahead of the projectile.  

The gun is fired into a bunker filled with sandbags and plastic
water jugs.  In the early testing fragments of the plastic
projectile were found.  At the higher speeds in later testing,
the projectile vaporizes.

The testing is into a bunker because the Livermore test range is
about 3 miles across, and the projectile would go 100-200 km
if fired for maximum range.  The intent is to move the whole gun
to Vandenberg AFB after the testing is complete, where they can
fire into the Pacific Ocean, and use the tracking radar at VAFB
to follow the projectiles.

The design goal of the gun is to throw a 5 kg projectile at 4
km/s (half of orbital speed).  So far they have reached 2 km/s,
and the gun is currently down for repairs, as on the last test
they blew a seal and damaged some of the hardware (I think it
had to do with the methane-air more detonating than burning, but
I haven't had a chance to talk to Hunter directly on this).

There are people waiting to test scramjet components in this
gun by firing then out of the gun into the air (at Mach 12=
4 km/s), since the most you can get in wind tunnels is Mach 8.

This gun cost about 4 million to develop, and is basically
a proof-of-concept for a bigger gun capable of firing useful-
sized payloads into space.  This would require on the order of
100 kg projectiles, which deliver on the order of 20 kg
useful payload to orbit.

Dani Eder
",sci.space
"Is there a few Grasp pictures of space related items, namely Space Station
Designs, so you can see the ""finished"" revolt around..

If you don't know what a grasp prograsm is.. Check out some adult entertainment
files and see what I mean.. Or maybe geta few GIF files and create a ""slide
shows"" (I think Cshow can do this).. ",sci.space
"


------------------------------------------------------------------------------

Ocean Reconnaissance Launch Surprises West
Space News, April 5-11, 1993, p.2
[Excerpts]
     Russia launched its first ocean reconnaissance satellite in 26 months 
March 30, confounding Western analysts who had proclaimed the program dead. 
     The Itar-TASS news agency announced the launch of Cosmos 2238 from 
Plesetsk Cosmodrome, but provided little description of the payload's mission. 
     However, based on the satellite's trajectory, Western observers 
identified it as a military spacecraft designed to monitor electronic 
emissions from foreign naval ships in order to track their movement. 
     Geoff Perry of the Kettering Group in England... [said]  Western 
observers had concluded that no more would be launched. But days after the 
last [such] satellite re-entered the Earth's atmosphere, Cosmos 2238 was 
launched. 

""Cosmos-2238"" Satellite Launched for Defense Ministry
Moscow ITAR-TASS World Service in Russian  1238 GMT 30 March 1993
Translated in FBIS-SOV-93-060, p.27
by ITAR-TASS correspondent Veronika Romanenkova
     Moscow, 30 March -- The Cosmos-2238 satellite was launched at 1600 Moscow 
time today from the Baykonur by a ""Tsiklon-M"" carrier rocket. An ITAR-TASS 
correspondent was told at the press center of Russia's space-military forces 
that the satellite was launched in the interests of the Russian Defense 
Ministry. ",sci.space
"First game, first at bat.",rec.sport.baseball
"[ ... ]

This, BTW, is normal behavior for newsie's.  The followup isn't ""news"" ...",talk.politics.guns
"

Perhaps so. I was only responding to the ""Yankees of the 20's and 30's"" 
part of the comment. If those teams were a 'sure thing' and lost, 
then it's probably not so unreasonable for someone to pick another 
team (not that I did).",rec.sport.baseball
"
Amusing, isn't it?  Seems only the SDCNs realize how much baseball is
a *team* game, combining efforts from every player for the win.

Consider the Red Sox game last night.  The Sox won 4-3 in the bottom
of the 13th.  Who won the game?

-Clemens pitched a strong nine (?) innings, allowing only two runs.
-Ryan pitched a couple shutout innings, though he needed some excellent
 defensive plays behind him to do so.
-Quantrill pitched a couple of innings, gave up the go-ahead run, and
 got credited with the win when the Sox scored two in the bottom of
 the inning.

Looks like a team effort to me!  Yet only Quantrill got credit for
the win.

How about the offense?
-Dawson and Vaughn hit (I think) HRs early in the game.  Without either
 one, the Sox would have lost in nine.
-Quintana led off the 13th with a solid single.
-Zupcic pinch-ran for Quintana, providing the speed to go from first
 to third when...
-Cooper ripped a *second* single in the inning.
-Melvin avoided the DP, getting the run home with a sac fly.  Not much of
 a help, but it was something.
-Scrub Richardson then hit a double, scoring the speedy Cooper all the
 way from first!  (Hill's lack of defense helped.)

Cooper and Zupcic were credited with runs, Melvin and Richardson were
credited with RBIs.  But it seems to me that it was Quintana's hit
that set up the whole inning!  And did Melvin really contribute as
much as Richardson?

Furthermore, people seem to consider RBIs to be more significant than
runs.  Did Melvin contribute more than Cooper?  Cooper provided the
game-winning baserunner, and moved the tying run to third base with
only one out!

Assigning credit based on Runs and RBIs is clearly ridiculous.  You
can argue that OBP and SLG don't show you who came through in the
clutch, but R&RBI don't do any better.  At least OBP and SLG don't
*claim* to try to tell you that.

Here's to the Red Sox who contributed to last night's victory.
All 20 of them!",rec.sport.baseball
"Pat sez;

Yeah, but a windscreen cut down most of it.  Canopies ended it completely.

Of course, the environment in space continues to suck :-)

-Tommy Mac
-------------------------------------------------------------------------
Tom McWilliams 517-355-2178 wk   \\ As the radius of vision increases,
18084tm@ibm.cl.msu.edu 336-9591 hm \\ the circumference of mystery grows.",sci.space
"
The Swiss population is (and well was) far larger than that. I think
your question should be, ""...losing sleep over a million expert
riflemen?"" Certainly he could have conquered Switzerland, but
a million armed militiamen (especially in a mountainous area, 
where tanks' effectiveness is limited) would have made it a
real pain. The question a conqueror would ask, is ""is it worth 
the trouble?"" The more difficult an invasion is, the more likely
the answer would be ""no."" Certainly a million riflemen (as
opposed to a professional army of only ten or twenty thousand, the
best a country the size of Switzerland could support), makes
invasions more difficult.


Really? In 1939? I'm not even sure you could prove that today (despite
the steriotype.) Certainly the Swiss bankers were not essential
to the German war-time economy.",talk.politics.guns
"Seems that the Mile-Long Billboard and any other inflateble space
object/station or what ever have the same problems. (other than being a little
bit different than the ""normal"" space ideas, such as trusses and shuttles)

But also dag and such.. Why not combine the discussion of how and fesibility to
the same topic?

I personnelly liek the idea of a billboard in space. But problem. How do you
service it? fly a shuttle/DC-1 to near it and then dismount and ""fly"" to it?
Or what?? or havign a special docking section for shuttle/DC-1 docking?

Also what if the billboard springs a leak? Self sealing and such??


Just thinking (okay rambling)..

Also why must the now inflated billboard, not be covered in the inside by a
harder substance (such as a polymer or other agent) and then the now ""hard""
billboard would be a now giant docking structure/space dock/station??",sci.space
"
	The debate over the Second Amendment rages on.
Arguments continue over what a ""well-regulated militia""
is and what TRKBA means in practical terms.  However, the
ONLY authority in this area, is a binding court decision
on the matter.  Even a decision in this area is subject to
an overturning by a higher court.  Is there anyone who
has the facts of a legal precedent, preferably a Supreme
Court decision on the specific meaning of the 2nd Amendment?
",talk.politics.guns
"I was shocked to see that the subject of my last rely to awesley was
""Luser!""  That was certainly not my intention.  I meant to leave the
subject line unchanged.  I believe that the NNTP server I use at columbia
must have put in that subject line in protest over problems with my header.
 That was rather rude of them, but beggars can't be choosers, I suppose.

In any case, I didn't do it and I apologize to awesley for the apparent
insult.",talk.politics.guns
"
How about a group called talk.that.thomas.parsli.approves?
-- 
Clinton Administration e-mail addresses | clintonhq@campaign92.org (MCIMail)
    provided as a public service by     | 75300.3115@compuserve.com (CompuServe)
    Jon Edward Shum (jon@mitre.org)     | clintonpz@aol.com (America Online)",talk.politics.guns
"

Are you saying that the Indians who became Christians did so because the
US Army marched them into church at gunpoint?

This will be news to the Indians of the Great Lakes and upper Mississippi
basin-- of the Southwest-- of Mexico and South America-- who converted even
before there was such a thing as the US.  Are you saying that Indians are
incapable of coming to a decision themselves about their religion without
being forced to at gunpoint?  What about the Christian Cherokees who were
given the boot by the US government after the Civil War... because the
Cherokee nation gave mild support to the Confederacy, since they themselves
owned black slaves.  No, reducing it all to a matter of religion is to
support a much too narrow view of history.",talk.politics.guns
"I need as much information about Cosmos 2238 and its rocket fragment (1993-
018B) as possible. Both its purpose, launch date, location, in short,
EVERYTHING! Can you help?

-Tony Ryan, ""Astronomy & Space"", new International magazine, available from:
              Astronomy Ireland, P.O.Box 2888, Dublin 1, Ireland.
6 issues (one year sub.): UK 10.00 pounds, US$20 surface (add US$8 airmail).
ACCESS/VISA/MASTERCARD accepted (give number, expiration date, name&address).",sci.space
"
Hello,

	I understand this philosophy.  The bears are a national
treasure, the area is their sanctuary and people who enter it
do so at their own risk.  It is better that that rare human be
killed by a bear than that bears be provoked or shot by unbear-savvy
visitors.  The bears aren't having a population explosion, humans
are so it is better that a human be killed than endanger the bears.
I don't agree with this philosopy, but I understand it.

	The psychos are a bit different.  They are not a national
treasure but I suppose the decision has been made that to ""allow""
provision for defense against them would also ""allow"" provision
for defense against bears.  Again, I suppose it has been decided
that it is better for the rare human to be killed by a psycho than
to take a chance on threatening the bears.

	Personally, I wouldn't go into an area where I would be
""managed"" so as to reduce my safety ..... but ... come to think
of it I guess I live in a managed wilderness myself :-)",talk.politics.guns
"
This list is published every week in Baseball Weekly.
-- 
------------------------------------------------------------------------------
Brian Curran                 Mead Data Central              brian@meaddata.com ",rec.sport.baseball
"
 > I wonder if Ojeda will sue anyone - because his career may be over.

Not due to the accident -- he just got a (really) bad haircut.  Now, if you
meant due to his floating fastball, well...
",rec.sport.baseball
"
What ever happened to the 'Adobe Fortress' I kept hearing about? I
thought this was a 'Cult Stronghold'! If the kgbatf knew it was a
tinderbox, why didn't they just have all the talking heads line up
and start huffin' and puffin?",talk.politics.guns
"My dad has always blamed the Phillies collapse in '64 on me...  On Sept 21,  1964,  the Phillies had something like a 9 game lead with 12 to play.  I was born on Sept 21,  1964.  The Phils proceeded to lose something like 10 straight while the Cards won 10 straight (does anyone know hte exact numbers?),  and a pennant was blown.  To this day my dad likes to remind me that it all began when I was born!",rec.sport.baseball
"The Dodgers have been shopping Harris to other teams in their
quest for more left-handed pitching.  So far, no takers.
Personally, I think Harris is a defensive liability, and he
has also led the team in past years for hitting into double
plays, or at least been among the leaders.
 
Sharperson showed last year that if given a chance to play
every day, he can get the job done.  If Sharpy played just
one base every day, say third, he'd also improve defensively.
 
Wallach has helped tremendously on defense, as has Reed.
The improved defense is quite noticeable and is having an
effect on the pitching staff.  Both Astacio AND Martinez
were bailed out in recent starts by great defensive plays.
Martinez pitched into the ninth in a game that might
have seen him lifted in the third in past years.
 
Astacio lasted 7 innings the other day under similar circumstances.
The Dodgers are turning double plays, and keeping more balls
in the infield than last year.  And Piazza has also been great
on defense.  He has thrown out 10 of 14 batters trying to
steal and has at least one pick off at first.
 
Wallach, clearly, has contributed to the over all improvement on
defense.  But his offense is awful and he has cost the Dodgers
some runs.  But I don't think he is as bad as his current average.
I suspect he will come out of this slump much as Davis and Straw
seem to have come out of theirs.",rec.sport.baseball
"	So, if the Braves run production falls to 1 per game, which is
certainly where it's headed (if they're lucky), does that mean they'll finish
first?
",rec.sport.baseball
"





Phil> Didn't one of the early jet fighters have these?  I also think
Phil> the germans did some work on these in WWII.

The NACA came up with them before World War II.  NASA is directly
descended from the NACA, with space added in.

You'll notice that I didn't mention sweep wings even though the
X-5, tested at what's now Dryden, had them.  We did steal that one
dirctly from the Germans.  The difference is that swept wings don't
change their angle of sweep, sweep wings do.  Perhaps the similarity
of names has caused some confusion?  747s have swept wings, F-111s
have sweep wings.


Phil> A lot of this was also done by the military...

After NASA aerodynamicists proposed them and NASA test teams
demonstrated them.  Richard Whitcomb and R.T. Jones, at Langley
Research Center, were giants in the field.

Dryden was involved in the flight testing of winglets and area
ruling (in the 70s and 50s, respectively).  It's true that we
used military aircraft as the testbeds (KC-135 and YF-102) but
that had more to do with availability and need than with military
involvement.  The YF-102 was completely ours and the KC-135 was
bailed to us.  The Air Force, of course, was interested in our
results and supportive of our efforts.

Dryden flew the first digital fly by wire aircraft in the 70s. No
mechnaical or analog backup, to show you how confident we were.
General Dynamics decided to make the F-16 flyby-wire when they saw how
successful we were.  (Mind you, the Avro Arrow and the X-15 were both
fly-by-wire aircraft much earlier, but analog.)

Phil> Egad! I'm disagreeing with Mary Shafer!  

The NASA habit of acquiring second-hand military aircraft and using
them for testbeds can make things kind of confusing.  On the other
hand, all those second-hand Navy planes give our test pilots a chance
to fold the wings--something most pilots at Edwards Air Force Base
can't do.

",sci.space
"In the interests of completeness, I thought readers of these 
newsgroups would want to see FBI Director William Sessions'
statement, as released by the FBI press office.

 FBI Director's Statement On Waco Standoff
 To: National Desk
 Contact: Federal Bureau of Investigation, Press Office,
          202-324-3691

   WASHINGTON, April 19 -- The following is a statement by 
FBI Director William S. Sessions regarding the Branch Davidian 
incident in Waco, Texas:",talk.politics.guns
